room,game,hand,won,player0_preflop_fold,player0_flop_fold,player0_turn_fold,player0_river_fold,player0_bet,player0_preflop_bet,player0_flop_bet,player0_turn_bet,player0_river_bet,opponent_preflop_bets,opponent_flop_bets,opponent_turn_bets,opponent_river_bets,opponent_bet,starthandstrategy,flop_hand,turn_hand,river_hand
Aludra,181,96,1,0,0,0,0,12.1,2.5,2.5,2.5,12.1,8.5,11.0,13.5,35.199999999999996,35.199999999999996,Call,Two Pair,Two Pair,Two Pair
Aludra,181,107,0,0,0,0,0,3.0000000000000004,1.0,1.0,1.0,3.0000000000000004,3.0000000000000004,4.0,5.0,11.999999999999998,11.999999999999998,Fold,High Card,High Card,High Card
Aludra,181,110,1,0,0,0,0,105.29999999999998,105.29999999999998,105.29999999999998,105.29999999999998,105.29999999999998,107.79999999999998,213.09999999999997,318.3999999999999,423.69999999999993,423.69999999999993,4-Bet,,,
Aludra,181,116,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,181,120,1,0,0,0,0,12.6,1.4999999999999998,1.4999999999999998,3.4999999999999996,12.6,4.0,5.5,13.0,34.7,34.7,3-Bet,Three of a Kind,Three of a Kind,Three of a Kind
Aludra,181,124,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,181,126,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,6.199999999999999,12.6,15.0,17.4,17.4,Call,High Card,,
Aludra,181,127,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,10.6,13.0,15.4,17.8,17.8,Call,,,
Aludra,181,129,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,11.4,13.8,206.6,208.99999999999997,208.99999999999997,Call,Pair,Pair,Pair
Aludra,181,130,0,0,0,0,0,5.4,2.4,5.4,5.4,5.4,3.8,15.2,20.599999999999998,26.0,26.0,Fold,High Card,High Card,Pair
Aludra,181,131,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,5.1,6.1,7.1,7.1,Fold,High Card,,
Aludra,181,132,1,0,0,0,0,98.8,98.8,98.8,98.8,98.8,98.8,197.6,296.4,395.2,395.2,4-Bet,,,
Aludra,181,134,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.0,9.5,11.5,13.5,13.5,Call,Pair,,
Aludra,181,135,0,0,0,0,1,17.0,6.699999999999999,6.699999999999999,17.0,17.0,13.399999999999999,20.099999999999998,57.7,102.60000000000001,102.60000000000001,Call,High Card,High Card,High Card
Aludra,181,136,0,0,0,1,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,16.1,19.1,19.1,Fold,High Card,High Card,
Aludra,181,141,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,1.5000000000000002,4.8999999999999995,5.4,5.9,5.9,Fold,High Card,,
Aludra,181,146,0,0,0,1,0,4.8999999999999995,2.3,4.8999999999999995,4.8999999999999995,4.8999999999999995,4.6,14.7,23.5,28.4,28.4,Fold,Pair,Pair,
Aludra,181,148,1,0,0,0,0,13.3,2.0,3.9,13.3,13.3,5.0,12.7,35.4,48.699999999999996,48.699999999999996,Call,High Card,High Card,
Aludra,181,155,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,4-Bet,,,
Aludra,181,162,1,0,0,0,0,9.2,2.9999999999999996,2.9999999999999996,9.2,9.2,5.0,8.0,23.4,32.599999999999994,32.599999999999994,Fold,High Card,High Card,
Aludra,181,163,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,181,166,0,0,0,0,1,9.0,9.0,9.0,9.0,9.0,18.0,27.0,36.0,57.4,57.4,4-Bet,High Card,High Card,High Card
Aludra,181,169,0,0,0,1,0,8.1,2.5,8.1,8.1,8.1,7.5,32.4,60.1,68.2,68.2,Call,Two Pair,Two Pair,
Aludra,181,175,0,0,0,0,0,31.2,2.0,7.7,13.2,31.2,5.0,24.099999999999994,48.29999999999999,115.5,115.5,Fold,Two Pair,Two Pair,Two Pair
Aludra,182,2,0,0,0,0,0,20.499999999999996,7.5,7.5,7.5,20.499999999999996,18.0,25.499999999999996,32.99999999999999,79.49999999999999,79.49999999999999,4-Bet,High Card,High Card,High Card
Aludra,182,3,1,0,0,0,0,5.0,2.0,5.0,5.0,5.0,5.0,13.0,18.0,22.999999999999996,22.999999999999996,Call,Pair,,
Aludra,182,5,1,0,0,0,0,85.1,85.1,85.1,85.1,85.1,87.6,172.7,257.8,342.9,342.9,4-Bet,,,
Aludra,182,9,1,0,0,0,0,4.3999999999999995,2.4,4.3999999999999995,4.3999999999999995,4.3999999999999995,4.3,10.7,15.1,19.5,19.5,Call,High Card,,
Aludra,182,11,1,0,0,0,0,26.2,2.9999999999999996,5.999999999999999,8.999999999999998,26.2,5.0,17.0,31.999999999999996,75.39999999999999,75.39999999999999,Fold,Pair,Pair,Flush
Aludra,182,19,0,0,1,0,0,1.7,1.7,1.7,1.7,1.7,6.1,15.1,16.799999999999997,18.499999999999996,18.499999999999996,Call,High Card,,
Aludra,182,26,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,5.5,11.4,21.4,22.9,22.9,Fold,High Card,Pair,
Aludra,182,31,1,0,0,0,0,4.8999999999999995,0.5,0.5,2.0,4.8999999999999995,1.5000000000000002,2.0,7.0,17.7,17.7,Fold,High Card,High Card,Straight
Aludra,182,40,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,11.4,13.8,16.2,18.6,18.6,Call,,,
Aludra,182,43,0,0,0,0,0,10.0,4.0,10.0,10.0,10.0,12.999999999999998,35.0,45.0,55.0,55.0,Call,High Card,Pair,Two Pair
Aludra,182,48,0,0,0,1,0,13.999999999999998,4.0,13.999999999999998,13.999999999999998,13.999999999999998,16.0,60.0,119.0,202.00000000000003,202.00000000000003,4-Bet,Pair,Pair,Two Pair
Aludra,182,56,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,182,57,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,182,58,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,6.199999999999999,7.199999999999999,8.2,8.2,Fold,Pair,,
Aludra,182,59,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,182,67,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.0,8.899999999999999,10.899999999999999,12.899999999999997,12.899999999999997,Fold,High Card,,
Aludra,182,74,0,0,0,0,0,5.0,2.9999999999999996,5.0,5.0,5.0,5.5,14.499999999999998,19.5,24.5,24.5,Call,High Card,High Card,High Card
Aludra,182,76,0,0,1,0,0,1.2,1.2,1.2,1.2,1.2,7.799999999999999,22.399999999999995,45.4,81.2,81.2,Call,Pair,Pair,Pair
Aludra,182,79,0,0,0,0,0,59.5,2.4,59.5,59.5,59.5,3.8,174.49999999999997,233.99999999999997,293.49999999999994,293.49999999999994,Call,Pair,Pair,Pair
Aludra,182,81,1,0,0,0,0,5.5,2.5,2.5,2.5,5.5,5.5,8.0,10.5,22.0,22.0,Fold,Pair,Pair,Pair
Aludra,182,83,1,0,0,0,0,61.199999999999996,61.199999999999996,61.199999999999996,61.199999999999996,61.199999999999996,63.699999999999996,124.89999999999999,186.1,247.29999999999998,247.29999999999998,4-Bet,,,
Aludra,182,87,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,182,89,1,0,0,0,0,8.399999999999999,2.4,8.399999999999999,8.399999999999999,8.399999999999999,4.8,19.2,27.599999999999998,35.99999999999999,35.99999999999999,3-Bet,Two Pair,,
Aludra,182,93,0,0,0,0,0,5.5,1.4999999999999998,1.4999999999999998,3.4999999999999996,5.5,4.0,5.5,13.0,22.500000000000004,22.500000000000004,Fold,Pair,Pair,Pair
Aludra,182,94,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,182,98,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,4.5,6.5,8.5,10.5,10.5,Call,Three of a Kind,Three of a Kind,Three of a Kind
Aludra,182,100,0,0,1,0,0,5.0,2.9999999999999996,5.0,5.0,5.0,5.5,16.499999999999996,21.499999999999996,26.499999999999996,26.499999999999996,Call,Pair,,
Aludra,182,104,1,0,0,0,0,20.1,2.4,4.3999999999999995,6.3999999999999995,20.1,4.8,13.199999999999998,23.6,57.400000000000006,57.400000000000006,Call,Pair,Pair,Pair
Aludra,182,106,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,3-Bet,,,
Aludra,182,107,0,0,0,0,0,2.7,1.0,2.7,2.7,2.7,2.0,8.1,10.8,13.5,13.5,Call,Pair,Pair,Pair
Aludra,182,111,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Fold,,,
Aludra,182,114,0,0,0,0,0,8.7,2.5,2.5,8.7,8.7,5.0,7.5,28.6,37.300000000000004,37.300000000000004,Call,High Card,High Card,High Card
Aludra,182,126,1,0,0,0,0,56.39999999999999,56.39999999999999,56.39999999999999,56.39999999999999,56.39999999999999,112.79999999999998,169.19999999999996,225.59999999999997,282.0,282.0,4-Bet,Pair,Pair,Pair
Aludra,183,1,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.0,10.1,12.1,14.099999999999998,14.099999999999998,Fold,High Card,,
Aludra,183,2,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,25.799999999999994,185.5,188.5,188.5,Call,Three of a Kind,Three of a Kind,Three of a Kind
Aludra,183,3,0,0,1,0,0,8.5,8.5,8.5,8.5,8.5,26.499999999999996,129.1,137.6,146.1,146.1,3-Bet,Pair,,
Aludra,183,5,1,0,0,0,0,9.0,4.0,9.0,9.0,9.0,12.000000000000002,36.0,45.0,54.0,54.0,Call,High Card,Pair,Pair
Aludra,183,7,1,0,0,0,0,12.5,1.4999999999999998,1.4999999999999998,12.5,12.5,4.0,5.5,33.1,45.6,45.6,Fold,Two Pair,Full House,
Aludra,183,10,1,0,0,0,0,4.3999999999999995,2.4,2.4,4.3999999999999995,4.3999999999999995,6.199999999999999,8.6,15.0,19.4,19.4,3-Bet,Pair,Two Pair,
Aludra,183,15,0,0,0,0,0,5.2,2.4,2.4,5.2,5.2,4.3,6.699999999999999,17.5,22.7,22.7,Call,High Card,High Card,High Card
Aludra,183,21,1,0,0,0,0,10.2,2.1999999999999997,2.1999999999999997,2.1999999999999997,10.2,4.3999999999999995,6.6,8.799999999999999,30.8,30.8,Call,High Card,Straight,Straight
Aludra,183,24,1,0,0,0,0,23.799999999999997,8.799999999999999,14.499999999999998,23.799999999999997,23.799999999999997,17.599999999999998,43.49999999999999,85.89999999999999,109.69999999999999,109.69999999999999,Call,Pair,Pair,Pair
Aludra,184,2,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,3-Bet,,,
Aludra,184,9,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,184,13,0,0,0,0,1,2.0,1.0,1.0,2.0,2.0,3.0000000000000004,4.0,8.0,13.1,13.1,Fold,Pair,Pair,Pair
Aludra,184,16,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,6.199999999999999,12.299999999999999,14.7,17.099999999999998,17.099999999999998,Call,High Card,,
Aludra,184,19,0,0,1,0,0,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,12.5,24.7,30.700000000000003,36.7,36.7,4-Bet,High Card,,
Aludra,184,20,1,0,0,0,0,11.499999999999998,2.5,11.499999999999998,11.499999999999998,11.499999999999998,5.5,29.4,40.9,52.4,52.4,Call,Pair,,
Aludra,184,31,1,0,0,0,0,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.0,14.0,20.0,26.0,26.0,4-Bet,Pair,,
Aludra,184,37,0,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,11.0,14.0,14.0,Fold,High Card,High Card,High Card
Aludra,184,42,1,0,0,0,0,12.9,1.2,3.5999999999999996,3.5999999999999996,12.9,3.3999999999999995,11.799999999999999,15.4,37.6,37.6,Fold,Pair,Two Pair,Two Pair
Aludra,184,46,0,0,1,0,0,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,13.999999999999998,24.999999999999993,31.999999999999993,38.99999999999999,38.99999999999999,Call,Pair,,
Aludra,184,49,1,0,0,0,0,5.0,2.0,5.0,5.0,5.0,5.0,13.0,18.0,22.999999999999996,22.999999999999996,Fold,Two Pair,,
Aludra,184,50,1,0,0,0,0,7.5,7.5,7.5,7.5,7.5,15.0,22.5,30.0,37.5,37.5,Call,High Card,High Card,High Card
Aludra,184,54,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,6.000000000000001,13.4,15.4,17.4,17.4,Call,Pair,,
Aludra,184,59,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,184,64,1,0,0,0,0,15.5,2.0,4.5,4.5,15.5,5.0,14.499999999999998,18.999999999999996,56.5,56.5,Call,Pair,Three of a Kind,Full House
Aludra,184,69,1,0,0,0,0,10.0,2.4,5.0,10.0,10.0,3.8,14.0,34.0,44.0,44.0,Call,Pair,Pair,Two Pair
Aludra,185,2,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,185,7,1,0,0,0,0,98.49999999999999,98.49999999999999,98.49999999999999,98.49999999999999,98.49999999999999,100.49999999999999,198.99999999999997,297.5,396.0,396.0,4-Bet,,,
Aludra,185,11,1,0,0,0,0,4.3999999999999995,2.4,4.3999999999999995,4.3999999999999995,4.3999999999999995,4.8,11.199999999999998,15.599999999999998,19.999999999999996,19.999999999999996,3-Bet,Pair,,
Aludra,185,18,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,185,19,0,0,1,0,0,5.4,2.4,5.4,5.4,5.4,3.8,24.2,29.599999999999998,35.0,35.0,Call,High Card,,
Aludra,185,26,1,0,0,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,6.5,8.0,9.5,11.0,11.0,Fold,Two Pair,Two Pair,Two Pair
Aludra,185,27,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,11.0,14.0,14.0,Fold,High Card,Pair,Two Pair
Aludra,185,31,1,0,0,0,0,11.7,1.0,3.1999999999999997,3.1999999999999997,11.7,3.0000000000000004,10.6,13.8,34.0,34.0,Call,High Card,Pair,Pair
Aludra,185,33,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,15.0,18.0,21.0,23.999999999999996,23.999999999999996,Fold,,,
Aludra,185,38,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,11.999999999999998,15.0,18.0,21.0,21.0,Fold,,,
Aludra,185,39,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,185,41,0,0,0,0,0,18.499999999999996,2.4,2.4,6.8999999999999995,18.499999999999996,4.3,6.699999999999999,22.599999999999998,64.3,64.3,3-Bet,Pair,Pair,Pair
Aludra,185,46,0,0,0,1,0,17.599999999999998,2.4,17.599999999999998,17.599999999999998,17.599999999999998,3.8,51.8,113.69999999999999,131.29999999999998,131.29999999999998,Fold,High Card,Pair,
Aludra,185,47,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,185,49,0,0,0,0,0,10.2,1.2,2.7,2.7,10.2,3.3999999999999995,9.1,11.8,37.0,37.0,3-Bet,Two Pair,Two Pair,Two Pair
Aludra,185,50,1,0,0,0,0,6.9,1.7,6.9,6.9,6.9,3.9,16.0,22.9,29.799999999999997,29.799999999999997,Fold,Pair,,
Aludra,185,52,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,185,56,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,185,59,1,0,0,0,0,33.0,11.0,11.0,11.0,33.0,22.0,33.0,44.0,99.00000000000001,99.00000000000001,3-Bet,Pair,Two Pair,Two Pair
Aludra,185,61,0,0,0,1,0,11.799999999999999,6.799999999999999,11.799999999999999,11.799999999999999,11.799999999999999,13.599999999999998,35.4,55.599999999999994,67.39999999999999,67.39999999999999,4-Bet,High Card,High Card,
Aludra,185,65,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,185,67,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,185,69,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,3.3999999999999995,4.6,5.799999999999999,6.999999999999999,6.999999999999999,Fold,High Card,High Card,High Card
Aludra,185,74,1,0,0,0,0,6.3999999999999995,2.4,6.3999999999999995,6.3999999999999995,6.3999999999999995,3.8,14.2,20.599999999999998,27.0,27.0,Call,Pair,,
Aludra,185,81,0,0,0,0,0,9.7,2.9999999999999996,2.9999999999999996,2.9999999999999996,9.7,5.5,8.5,11.5,34.599999999999994,34.599999999999994,Call,High Card,Pair,Two Pair
Aludra,185,84,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,185,99,0,0,0,1,0,2.0,2.0,2.0,2.0,2.0,5.999999999999999,8.0,13.799999999999999,21.399999999999995,21.399999999999995,Fold,High Card,High Card,Pair
Aludra,185,106,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,185,110,0,0,0,1,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.0,5.5,9.700000000000001,11.200000000000001,11.200000000000001,Fold,High Card,Pair,
Aludra,185,114,1,0,0,0,0,9.0,9.0,9.0,9.0,9.0,11.999999999999998,21.0,30.0,39.0,39.0,Call,,,
Aludra,185,121,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,185,127,0,0,1,0,0,7.5,7.5,7.5,7.5,7.5,15.0,32.99999999999999,40.49999999999999,47.99999999999999,47.99999999999999,Call,High Card,,
Aludra,185,130,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,10.0,11.999999999999998,11.999999999999998,Fold,High Card,,
Aludra,185,133,0,0,0,0,0,79.19999999999999,79.19999999999999,79.19999999999999,79.19999999999999,79.19999999999999,88.79999999999998,167.99999999999997,247.2,326.4,326.4,4-Bet,Two Pair,Two Pair,Two Pair
Aludra,186,2,0,0,0,0,0,34.39999999999999,8.999999999999998,17.599999999999998,34.39999999999999,34.39999999999999,17.999999999999996,52.8,120.79999999999998,155.19999999999996,155.19999999999996,4-Bet,High Card,High Card,High Card
Aludra,186,5,1,0,0,0,0,63.599999999999994,11.0,63.599999999999994,63.599999999999994,63.599999999999994,25.499999999999996,148.0,211.6,275.2,275.2,4-Bet,Two Pair,,
Aludra,186,7,0,0,0,1,0,2.5,2.5,2.5,2.5,2.5,7.5,10.0,25.700000000000003,28.200000000000003,28.200000000000003,Call,Pair,Pair,Pair
Aludra,186,8,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Aludra,186,12,0,0,0,0,1,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,5.999999999999999,7.5,9.0,21.299999999999997,21.299999999999997,Fold,High Card,High Card,Pair
Aludra,186,13,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.999999999999999,12.2,14.2,16.2,16.2,Fold,High Card,,
Aludra,186,18,1,0,0,0,0,6.8,1.4999999999999998,6.8,6.8,6.8,4.0,16.1,22.9,29.7,29.7,Fold,Pair,,
Aludra,186,21,0,0,0,1,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,20.3,23.3,23.3,Fold,High Card,High Card,
Aludra,186,22,1,0,0,0,0,9.299999999999999,2.4,9.299999999999999,9.299999999999999,9.299999999999999,5.7,28.799999999999997,38.099999999999994,47.39999999999999,47.39999999999999,Call,Pair,Pair,Pair
Aludra,186,23,0,0,0,0,0,2.9000000000000004,1.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,3.0000000000000004,9.7,12.6,15.5,15.5,Fold,High Card,High Card,Pair
Aludra,186,27,1,0,0,0,0,16.2,2.0,4.8999999999999995,4.8999999999999995,16.2,4.5,15.2,20.099999999999998,47.599999999999994,47.599999999999994,Fold,High Card,Pair,Two Pair
Aludra,186,32,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.5,11.1,13.1,15.1,15.1,Call,Pair,,
Aludra,186,38,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,186,43,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,4.0,9.0,10.0,10.0,Call,High Card,High Card,
Aludra,186,46,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,186,49,0,0,0,0,0,84.19999999999999,2.4,84.19999999999999,84.19999999999999,84.19999999999999,8.1,267.90000000000003,352.09999999999997,436.3,436.3,Call,Three of a Kind,Three of a Kind,Full House
Aludra,187,5,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,187,7,0,0,1,0,0,3.4999999999999996,3.4999999999999996,3.4999999999999996,3.4999999999999996,3.4999999999999996,9.499999999999998,27.5,31.0,34.5,34.5,Call,High Card,,
Aludra,187,10,1,0,0,0,0,5.0,2.0,2.0,5.0,5.0,5.0,6.999999999999999,18.0,22.999999999999996,22.999999999999996,Call,High Card,Pair,Two Pair
Aludra,187,11,0,1,0,0,0,2.5,2.5,2.5,2.5,2.5,57.0,59.5,115.0,117.5,117.5,Call,Pair,Pair,
Aludra,187,20,0,0,0,0,0,10.5,1.4999999999999998,2.8000000000000003,2.8000000000000003,10.5,4.0,9.4,12.200000000000001,38.1,38.1,Fold,Pair,Two Pair,Two Pair
Aludra,187,21,0,0,0,0,0,25.099999999999998,8.5,15.2,15.2,25.099999999999998,26.499999999999996,55.099999999999994,70.29999999999998,115.19999999999999,115.19999999999999,3-Bet,Pair,Pair,Two Pair
Aludra,187,24,1,0,0,0,0,9.0,9.0,9.0,9.0,9.0,11.200000000000001,20.2,29.2,38.199999999999996,38.199999999999996,Call,,,
Aludra,187,25,1,0,0,0,0,21.099999999999998,1.4999999999999998,21.099999999999998,21.099999999999998,21.099999999999998,8.5,59.0,80.1,101.19999999999999,101.19999999999999,Call,Two Pair,,
Aludra,187,31,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,15.0,18.0,21.0,23.999999999999996,23.999999999999996,Call,,,
Aludra,187,33,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,187,39,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,187,42,0,0,0,0,0,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,3.8,5.2,6.6,8.0,8.0,Fold,High Card,High Card,High Card
Aludra,187,46,0,0,0,0,1,12.6,7.6,12.6,12.6,12.6,15.2,37.8,50.4,81.69999999999999,81.69999999999999,Call,Pair,Pair,Pair
Aludra,187,52,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,187,55,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,187,62,1,0,0,0,0,11.799999999999999,2.0,3.4,3.4,11.799999999999999,4.5,10.7,14.100000000000001,34.3,34.3,Call,High Card,High Card,Pair
Aludra,187,78,0,0,0,0,0,6.6,1.2,2.6,2.6,6.6,3.3999999999999995,8.799999999999999,11.4,26.0,26.0,Call,Pair,Pair,Pair
Aludra,187,86,1,0,0,0,0,55.39999999999999,8.999999999999998,14.799999999999999,14.799999999999999,55.39999999999999,17.999999999999996,44.39999999999999,59.199999999999996,195.79999999999998,195.79999999999998,Call,Pair,Pair,Two Pair
Aludra,187,91,1,0,0,0,0,3.4,1.7,3.4,3.4,3.4,3.9,10.7,14.100000000000001,17.5,17.5,Call,Pair,Pair,Pair
Aludra,187,94,0,0,0,0,1,12.2,2.5,12.2,12.2,12.2,5.0,36.6,48.8,66.19999999999999,66.19999999999999,Call,Pair,Pair,Pair
Aludra,187,95,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,187,98,1,0,0,0,0,4.8999999999999995,2.9999999999999996,4.8999999999999995,4.8999999999999995,4.8999999999999995,5.0,13.699999999999998,18.599999999999998,23.499999999999996,23.499999999999996,Call,Pair,Pair,Pair
